Team1,Team2,Stadium,HostCountry,Team1_Venue,Team2_Venue,Team1_Innings,Team2_Innings,MonthOfMatch,MatchWinner
1,9,65,0,Home,Away,First,Second,Dec,1
14,1,19,15,Home,Away,First,Second,Jun,1
1,10,27,3,Neutral,Neutral,Second,First,Jun,1
4,2,142,3,Home,Away,Second,First,Jun,4
5,14,83,4,Home,Away,First,Second,Nov,5
15,9,64,16,Home,Away,Second,First,Oct,15
1,10,1,14,Neutral,Neutral,Second,First,May,1
5,14,83,4,Home,Away,First,Second,Jan,5
10,14,16,3,Neutral,Neutral,First,Second,Jun,14
4,14,21,3,Home,Away,First,Second,Sep,4
12,5,29,12,Home,Away,Second,First,Dec,12
12,1,114,12,Home,Away,Second,First,Feb,1
12,15,63,9,Neutral,Neutral,First,Second,Feb,12
4,10,91,3,Home,Away,First,Second,May,4
5,13,37,4,Home,Away,Second,First,Dec,5
1,9,138,0,Home,Away,Second,First,Jan,1
13,1,36,13,Home,Away,First,Second,Feb,1
9,14,8,9,Home,Away,First,Second,Mar,14
12,13,29,12,Home,Away,Second,First,Sep,13
10,13,130,14,Neutral,Neutral,First,Second,Oct,10
14,1,81,15,Home,Away,First,Second,Apr,14
6,2,12,5,Home,Away,First,Second,Jul,2
14,13,115,15,Home,Away,Second,First,Apr,13
14,4,115,15,Home,Away,First,Second,Mar,4
10,13,1,14,Neutral,Neutral,Second,First,Dec,10
12,7,78,12,Home,Away,Second,First,Nov,12
9,13,8,9,Home,Away,First,Second,Mar,9
12,1,114,12,Home,Away,First,Second,Apr,12
9,14,8,9,Home,Away,Second,First,Mar,9
5,4,37,4,Home,Away,Second,First,Jan,4
5,10,40,4,Home,Away,Second,First,Apr,10
5,13,100,4,Home,Away,First,Second,May,13
1,4,20,0,Home,Away,First,Second,Jan,1
2,5,43,1,Home,Away,Second,First,Jun,5
9,4,35,9,Home,Away,First,Second,Feb,4
9,12,47,9,Home,Away,Second,First,Feb,9
1,12,64,16,Neutral,Neutral,First,Second,Sep,1
9,12,35,9,Home,Away,First,Second,Feb,9
6,0,12,5,Home,Away,Second,First,Jul,6
2,15,43,1,Home,Away,First,Second,Nov,15
1,12,11,15,Neutral,Neutral,First,Second,Jun,1
1,13,95,0,Home,Away,First,Second,Jan,1
10,14,86,10,Home,Away,Second,First,Nov,10
10,4,86,10,Home,Away,Second,First,Dec,4
13,10,36,13,Home,Away,Second,First,Aug,10
6,0,46,5,Home,Away,First,Second,Jul,6
5,12,27,3,Neutral,Neutral,First,Second,Jun,5
12,13,2,0,Neutral,Neutral,First,Second,Jan,12
1,12,95,0,Home,Away,Second,First,Nov,1
5,7,83,4,Home,Away,Second,First,May,5
2,7,73,12,Neutral,Neutral,Second,First,Mar,7
5,13,121,4,Home,Away,Second,First,Nov,5
2,15,43,1,Home,Away,First,Second,Dec,2
7,15,139,3,Neutral,Neutral,First,Second,May,15
12,14,48,12,Home,Away,First,Second,Jan,12
4,1,16,3,Home,Away,First,Second,Jun,4
15,13,22,16,Home,Away,First,Second,Jun,13
2,15,43,1,Home,Away,Second,First,Dec,15
15,4,22,16,Home,Away,First,Second,Dec,4
1,13,94,4,Neutral,Neutral,First,Second,Oct,1
13,2,36,13,Home,Away,First,Second,Apr,13
9,14,8,9,Home,Away,Second,First,Jan,9
14,4,80,15,Home,Away,Second,First,Mar,14
13,9,36,13,Home,Away,Second,First,Jul,13
5,10,69,4,Home,Away,Second,First,Mar,10
14,9,81,15,Home,Away,Second,First,Apr,14
14,1,106,15,Home,Away,Second,First,Mar,1
1,4,95,0,Home,Away,Second,First,Jan,1
9,10,63,9,Home,Away,Second,First,Jan,9
14,9,55,15,Home,Away,Second,First,Apr,9
15,4,64,16,Home,Away,First,Second,Jan,15
1,13,2,0,Home,Away,First,Second,Mar,1
5,10,43,1,Neutral,Neutral,Second,First,Oct,5
4,9,2,0,Neutral,Neutral,Second,First,Jan,9
6,12,117,15,Neutral,Neutral,First,Second,Apr,12
0,2,24,0,Neutral,Neutral,Second,First,Feb,2
1,14,138,0,Home,Away,First,Second,Jan,1
5,13,40,4,Home,Away,First,Second,Mar,13
12,14,26,12,Home,Away,First,Second,Feb,12
14,15,20,0,Neutral,Neutral,First,Second,Feb,14
12,10,48,12,Home,Away,Second,First,Feb,10
5,14,37,4,Home,Away,Second,First,Nov,5
12,5,48,12,Home,Away,First,Second,Dec,12
15,9,22,16,Home,Away,Second,First,Oct,15
10,15,86,10,Home,Away,First,Second,May,10
9,13,130,14,Neutral,Neutral,First,Second,Mar,9
13,15,105,9,Neutral,Neutral,Second,First,Feb,13
1,14,95,0,Home,Away,Second,First,Dec,1
9,15,63,9,Home,Away,First,Second,Feb,9
5,12,100,4,Home,Away,Second,First,Oct,12
1,15,108,3,Neutral,Neutral,Second,First,Jun,15
5,12,32,4,Home,Away,First,Second,Oct,5
12,15,25,3,Neutral,Neutral,First,Second,Jun,12
1,15,36,13,Neutral,Neutral,First,Second,Aug,1
1,10,138,0,Home,Away,First,Second,Dec,10
5,9,102,6,Neutral,Neutral,First,Second,Oct,9
4,15,21,3,Home,Away,Second,First,Jul,4
1,10,2,0,Home,Away,First,Second,Jan,1
7,15,102,6,Home,Away,Second,First,Feb,15
4,5,111,0,Neutral,Neutral,Second,First,Jan,4
1,12,95,0,Home,Away,Second,First,Jan,12
12,13,114,12,Home,Away,First,Second,Dec,12
5,13,142,3,Neutral,Neutral,Second,First,Jun,5
1,10,20,0,Home,Away,Second,First,Jan,1
9,13,47,9,Home,Away,First,Second,Jan,9
12,1,48,12,Home,Away,First,Second,Apr,1
3,8,102,6,Neutral,Neutral,First,Second,Jan,8
5,10,40,4,Home,Away,First,Second,Jan,5
4,8,49,12,Neutral,Neutral,Second,First,Feb,4
5,1,68,4,Home,Away,Second,First,Sep,5
14,3,80,15,Home,Away,First,Second,Apr,14
12,1,48,12,Home,Away,First,Second,Oct,1
15,1,64,16,Home,Away,First,Second,May,1
4,1,93,3,Home,Away,Second,First,Jun,1
1,4,20,0,Home,Away,First,Second,Jan,1
12,13,49,12,Home,Away,Second,First,Jan,12
12,13,78,12,Home,Away,Second,First,Dec,12
4,1,91,3,Home,Away,First,Second,Aug,1
1,2,23,0,Home,Away,Second,First,Aug,1
9,10,149,9,Home,Away,Second,First,Feb,10
5,9,148,4,Home,Away,First,Second,Oct,5
5,10,130,14,Neutral,Neutral,First,Second,Dec,10
10,13,137,3,Neutral,Neutral,First,Second,Jun,10
5,10,43,1,Neutral,Neutral,Second,First,Jan,5
1,12,111,0,Home,Away,Second,First,Jan,12
1,4,138,0,Home,Away,First,Second,Feb,1
4,1,88,3,Home,Away,Second,First,Sep,4
0,10,53,1,Neutral,Neutral,Second,First,Feb,10
5,9,20,0,Neutral,Neutral,Second,First,Jan,9
9,4,149,9,Home,Away,First,Second,Feb,9
10,13,130,14,Neutral,Neutral,First,Second,Dec,10
5,10,43,1,Neutral,Neutral,First,Second,Jan,5
5,4,44,4,Home,Away,First,Second,Jan,4
1,10,91,3,Neutral,Neutral,Second,First,Jun,1
5,10,130,14,Neutral,Neutral,Second,First,Mar,5
13,10,36,13,Home,Away,Second,First,Sep,13
5,10,38,13,Neutral,Neutral,Second,First,Jun,5
2,15,102,6,Neutral,Neutral,Second,First,Oct,15
12,14,73,12,Home,Away,Second,First,Feb,12
14,1,115,15,Home,Away,Second,First,Apr,14
9,12,8,9,Home,Away,Second,First,Feb,9
4,15,16,3,Home,Away,First,Second,Sep,4
10,13,130,14,Neutral,Neutral,First,Second,Apr,10
1,4,20,0,Home,Away,Second,First,Jan,1
5,10,130,14,Neutral,Neutral,First,Second,Apr,10
5,12,13,4,Home,Away,Second,First,Nov,5
12,13,149,9,Neutral,Neutral,First,Second,Mar,13
14,13,80,15,Home,Away,Second,First,Jun,14
15,14,64,16,Home,Away,Second,First,Jun,14
2,15,43,1,Home,Away,First,Second,Nov,2
8,3,7,8,Home,Away,First,Second,Jul,8
5,10,83,4,Home,Away,First,Second,Nov,10
5,9,93,3,Neutral,Neutral,First,Second,Jun,9
5,13,100,4,Home,Away,Second,First,Apr,5
1,2,27,3,Neutral,Neutral,First,Second,Jun,2
12,4,29,12,Home,Away,Second,First,Feb,12
1,14,95,0,Home,Away,Second,First,Jan,14
9,12,8,9,Home,Away,Second,First,Feb,9
9,13,98,9,Home,Away,First,Second,Jan,9
1,12,68,4,Neutral,Neutral,First,Second,Oct,12
15,10,64,16,Home,Away,Second,First,Dec,10
1,14,95,0,Home,Away,First,Second,Feb,1
10,14,76,10,Home,Away,Second,First,Dec,10
5,1,101,4,Home,Away,First,Second,Oct,5
9,1,8,9,Home,Away,First,Second,Jan,9
14,5,55,15,Home,Away,First,Second,Mar,14
13,10,54,13,Home,Away,Second,First,Jul,13
1,5,2,0,Home,Away,First,Second,Jan,1
9,4,8,9,Home,Away,First,Second,Feb,4
5,10,130,14,Neutral,Neutral,Second,First,Oct,10
5,12,100,4,Home,Away,First,Second,Dec,5
9,13,35,9,Home,Away,First,Second,Feb,9
10,15,136,15,Neutral,Neutral,Second,First,Apr,10
15,8,22,16,Home,Away,First,Second,Feb,15
5,10,43,1,Neutral,Neutral,Second,First,Mar,5
14,10,115,15,Home,Away,First,Second,Mar,14
12,1,17,12,Home,Away,First,Second,Apr,12
10,5,76,10,Home,Away,First,Second,Sep,5
5,13,130,14,Neutral,Neutral,First,Second,Oct,13
13,15,36,13,Home,Away,Second,First,Jan,13
1,12,111,0,Home,Away,First,Second,Jan,12
7,8,102,6,Home,Away,Second,First,Feb,7
5,9,36,13,Neutral,Neutral,Second,First,Jul,9
9,14,8,9,Home,Away,First,Second,Dec,14
5,9,36,13,Neutral,Neutral,Second,First,Sep,5
2,12,43,1,Home,Away,Second,First,Jul,2
14,12,19,15,Home,Away,First,Second,May,12
9,13,149,9,Home,Away,First,Second,Jan,9
4,14,42,0,Neutral,Neutral,First,Second,Feb,4
1,10,130,14,Neutral,Neutral,Second,First,Sep,1
4,9,93,3,Home,Away,Second,First,Jul,4
14,15,138,0,Neutral,Neutral,Second,First,Jan,15
15,2,22,16,Home,Away,First,Second,Aug,2
9,13,73,12,Neutral,Neutral,First,Second,Sep,9
12,1,26,12,Home,Away,Second,First,Apr,1
1,14,20,0,Home,Away,First,Second,Jan,14
9,4,63,9,Home,Away,Second,First,Feb,9
1,5,20,0,Home,Away,Second,First,Mar,5
5,9,130,14,Neutral,Neutral,First,Second,Apr,9
4,12,142,3,Home,Away,First,Second,Aug,4
0,15,130,14,Neutral,Neutral,Second,First,Jan,0
5,14,3,4,Home,Away,Second,First,Jan,14
4,5,133,3,Home,Away,First,Second,Aug,4
1,14,20,0,Home,Away,Second,First,Jan,14
10,5,112,10,Home,Away,Second,First,Mar,10
12,13,73,12,Home,Away,Second,First,Nov,12
13,9,36,13,Home,Away,First,Second,Apr,9
9,13,130,14,Neutral,Neutral,Second,First,Apr,13
1,4,138,0,Home,Away,First,Second,Dec,1
4,6,91,3,Home,Away,First,Second,May,4
10,2,51,10,Home,Away,First,Second,Sep,10
5,14,91,3,Neutral,Neutral,First,Second,Jun,5
1,2,39,0,Home,Away,First,Second,Aug,1
7,10,102,6,Home,Away,First,Second,Oct,10
12,4,29,12,Home,Away,First,Second,Nov,4
15,2,64,16,Home,Away,Second,First,Jul,2
5,13,122,4,Home,Away,Second,First,Nov,5
4,14,130,14,Neutral,Neutral,Second,First,Dec,4
5,1,121,4,Home,Away,First,Second,Oct,1
14,4,81,15,Home,Away,Second,First,Apr,14
4,10,91,3,Home,Away,Second,First,Jun,4
11,9,50,11,Home,Away,First,Second,May,9
15,4,22,16,Home,Away,Second,First,Dec,15
9,14,103,9,Home,Away,First,Second,Mar,9
13,14,130,14,Neutral,Neutral,First,Second,Oct,14
13,14,130,14,Neutral,Neutral,Second,First,Oct,14
10,14,76,10,Home,Away,First,Second,Nov,10
13,5,36,13,Home,Away,First,Second,Sep,5
14,6,80,15,Home,Away,Second,First,Apr,14
10,13,61,4,Neutral,Neutral,First,Second,May,10
13,10,36,13,Home,Away,Second,First,Jul,10
7,12,36,13,Neutral,Neutral,Second,First,Sep,12
5,13,65,0,Neutral,Neutral,Second,First,Feb,5
12,3,49,12,Home,Away,First,Second,Feb,12
12,13,114,12,Home,Away,Second,First,Jan,12
14,4,19,15,Home,Away,First,Second,Mar,14
4,10,133,3,Home,Away,First,Second,Sep,4
4,2,108,3,Home,Away,Second,First,Jul,4
10,13,78,12,Neutral,Neutral,Second,First,Apr,10
3,11,35,9,Neutral,Neutral,Second,First,Jan,11
13,4,36,13,Home,Away,Second,First,Dec,13
5,10,144,2,Neutral,Neutral,First,Second,Sep,5
7,0,102,6,Home,Away,First,Second,Oct,7
9,13,104,9,Home,Away,First,Second,Dec,13
10,15,130,14,Neutral,Neutral,First,Second,Oct,10
9,10,130,14,Neutral,Neutral,First,Second,Nov,10
12,14,35,9,Neutral,Neutral,First,Second,Mar,12
13,5,36,13,Home,Away,Second,First,Jan,5
13,9,38,13,Home,Away,Second,First,May,9
1,10,130,14,Neutral,Neutral,First,Second,Apr,10
1,4,2,0,Home,Away,Second,First,Jan,4
13,2,36,13,Home,Away,First,Second,Jul,13
10,13,130,14,Neutral,Neutral,Second,First,Apr,10
9,14,103,9,Home,Away,First,Second,Jan,9
5,4,83,4,Home,Away,First,Second,Jan,5
9,4,35,9,Home,Away,Second,First,Feb,4
14,5,115,15,Home,Away,Second,First,Jun,5
1,14,95,0,Home,Away,First,Second,Feb,14
5,12,83,4,Home,Away,First,Second,Nov,5
11,3,9,11,Home,Away,Second,First,Jul,11
12,15,133,3,Neutral,Neutral,Second,First,Jul,12
11,13,50,11,Home,Away,Second,First,Jul,13
10,15,130,14,Neutral,Neutral,First,Second,Apr,10
9,10,108,3,Neutral,Neutral,Second,First,Jun,10
1,4,95,0,Home,Away,First,Second,Feb,4
14,9,81,15,Home,Away,Second,First,Jun,14
10,15,135,15,Neutral,Neutral,Second,First,Apr,10
4,1,93,3,Home,Away,First,Second,May,4
14,4,115,15,Home,Away,First,Second,Apr,14
13,9,97,13,Home,Away,First,Second,Mar,13
10,13,130,14,Neutral,Neutral,First,Second,Feb,10
1,13,2,0,Home,Away,First,Second,Jan,1
5,12,68,4,Home,Away,First,Second,Oct,5
5,13,130,14,Neutral,Neutral,Second,First,Nov,5
10,13,69,4,Neutral,Neutral,Second,First,Oct,10
5,14,44,4,Home,Away,First,Second,Oct,5
12,4,26,12,Home,Away,First,Second,Jan,12
5,10,95,0,Neutral,Neutral,Second,First,Mar,5
14,10,117,15,Home,Away,Second,First,Jul,10
13,12,36,13,Home,Away,First,Second,Jul,13
15,7,22,16,Home,Away,Second,First,Dec,15
1,10,95,0,Home,Away,Second,First,Jan,1
5,10,1,14,Neutral,Neutral,First,Second,Apr,10
1,5,138,0,Home,Away,Second,First,Jan,1
4,1,91,3,Home,Away,Second,First,Jun,4
4,9,138,0,Neutral,Neutral,First,Second,Dec,4
14,2,11,15,Home,Away,First,Second,Aug,14
4,5,91,3,Home,Away,First,Second,Jul,5
5,10,60,4,Home,Away,Second,First,Nov,5
10,14,73,12,Neutral,Neutral,Second,First,Sep,10
10,14,73,12,Neutral,Neutral,First,Second,Feb,14
11,6,9,11,Home,Away,Second,First,Aug,6
4,14,93,3,Home,Away,First,Second,May,4
4,2,142,3,Home,Away,Second,First,Jun,4
5,15,36,13,Neutral,Neutral,First,Second,Sep,5
4,10,130,14,Neutral,Neutral,First,Second,Apr,4
13,10,38,13,Home,Away,Second,First,May,10
1,13,65,0,Home,Away,First,Second,Jan,1
1,14,95,0,Home,Away,Second,First,Jan,14
5,13,27,3,Neutral,Neutral,Second,First,Jun,5
1,7,13,4,Neutral,Neutral,First,Second,Mar,1
15,5,64,16,Home,Away,First,Second,Sep,5
12,14,100,4,Neutral,Neutral,First,Second,Nov,12
13,4,36,13,Home,Away,First,Second,Dec,13
13,4,36,13,Home,Away,First,Second,Nov,13
7,9,58,15,Neutral,Neutral,Second,First,Mar,9
1,14,138,0,Home,Away,First,Second,Feb,1
13,5,38,13,Home,Away,First,Second,Aug,13
13,9,36,13,Home,Away,First,Second,Jul,13
2,13,34,1,Home,Away,Second,First,Feb,13
1,14,100,4,Neutral,Neutral,Second,First,Nov,1
5,1,146,4,Home,Away,First,Second,Oct,1
6,7,46,5,Home,Away,First,Second,Jul,6
5,1,69,4,Home,Away,Second,First,Sep,5
1,14,95,0,Home,Away,First,Second,Jan,14
9,10,103,9,Home,Away,First,Second,Jan,9
10,2,86,10,Home,Away,First,Second,Sep,10
10,12,130,14,Neutral,Neutral,First,Second,Apr,12
10,12,36,13,Neutral,Neutral,Second,First,Jul,12
1,4,130,14,Neutral,Neutral,Second,First,Mar,1
5,9,38,13,Neutral,Neutral,Second,First,Aug,9
9,10,41,3,Neutral,Neutral,Second,First,May,10
9,5,103,9,Home,Away,First,Second,Jan,9
8,11,11,15,Neutral,Neutral,Second,First,Mar,8
10,9,132,10,Home,Away,Second,First,Dec,9
2,10,36,13,Neutral,Neutral,First,Second,Jul,10
10,13,1,14,Neutral,Neutral,Second,First,Nov,10
10,5,66,4,Away,Home,Second,First,Sep,10
4,14,142,3,Home,Away,First,Second,May,4
7,0,102,6,Home,Away,Second,First,Oct,7
15,2,64,16,Home,Away,Second,First,Feb,2
4,10,133,3,Home,Away,First,Second,Aug,4
1,10,20,0,Home,Away,Second,First,Jan,10
6,10,80,15,Neutral,Neutral,Second,First,Mar,6
1,4,138,0,Home,Away,Second,First,Jan,1
1,4,2,0,Home,Away,Second,First,Jan,1
10,13,76,10,Home,Away,Second,First,Feb,13
10,13,86,10,Home,Away,Second,First,Oct,10
15,13,64,16,Home,Away,First,Second,Dec,13
15,4,22,16,Home,Away,First,Second,Oct,4
4,10,130,14,Neutral,Neutral,Second,First,Apr,10
1,12,138,0,Home,Away,First,Second,Jan,1
1,13,20,0,Home,Away,Second,First,Jan,1
12,13,86,10,Neutral,Neutral,Second,First,Nov,12
9,13,8,9,Home,Away,Second,First,Dec,9
14,12,124,15,Home,Away,Second,First,May,12
12,7,17,12,Home,Away,First,Second,Oct,12
9,1,149,9,Home,Away,First,Second,Feb,1
1,4,138,0,Home,Away,First,Second,Jan,1
9,12,100,4,Neutral,Neutral,First,Second,Oct,9
13,9,62,13,Home,Away,Second,First,Nov,13
9,12,65,0,Neutral,Neutral,Second,First,Dec,12
6,13,135,15,Neutral,Neutral,First,Second,Apr,13
10,1,112,10,Home,Away,First,Second,Nov,1
4,9,3,4,Neutral,Neutral,Second,First,Feb,9
9,10,63,9,Home,Away,Second,First,Feb,10
14,2,135,15,Home,Away,Second,First,Aug,14
10,5,132,10,Home,Away,Second,First,Oct,10
10,12,86,10,Home,Away,First,Second,Oct,10
4,13,91,3,Home,Away,Second,First,May,13
14,12,115,15,Home,Away,First,Second,May,12
13,10,36,13,Home,Away,First,Second,Jul,13
13,1,54,13,Home,Away,Second,First,Aug,1
2,12,43,1,Home,Away,Second,First,Mar,12
5,10,130,14,Neutral,Neutral,Second,First,Oct,10
5,8,40,4,Home,Away,Second,First,Mar,5
10,13,127,10,Home,Away,Second,First,Jan,10
8,0,7,8,Home,Away,First,Second,Sep,0
2,5,130,14,Neutral,Neutral,First,Second,Apr,5
15,2,64,16,Home,Away,Second,First,Apr,15
1,4,111,0,Home,Away,Second,First,Jan,4
13,15,62,13,Home,Away,First,Second,Jul,15
4,10,16,3,Home,Away,Second,First,Jun,10
5,12,69,4,Home,Away,First,Second,Feb,5
4,10,91,3,Home,Away,Second,First,Aug,4
3,9,58,15,Neutral,Neutral,Second,First,Mar,9
10,4,86,10,Home,Away,First,Second,Jan,10
9,5,8,9,Home,Away,Second,First,Dec,9
4,5,130,14,Neutral,Neutral,First,Second,Apr,5
5,1,60,4,Home,Away,First,Second,Nov,1
10,5,59,10,Home,Away,First,Second,Dec,10
2,15,43,1,Home,Away,Second,First,Jan,15
15,14,22,16,Home,Away,Second,First,Nov,15
5,9,118,4,Home,Away,Second,First,Oct,5
1,12,88,3,Neutral,Neutral,Second,First,Jun,1
12,1,26,12,Home,Away,First,Second,Mar,12
9,13,8,9,Home,Away,Second,First,Apr,13
13,2,62,13,Home,Away,Second,First,Mar,13
4,13,73,12,Neutral,Neutral,Second,First,Sep,4
12,4,49,12,Home,Away,First,Second,Feb,12
2,10,130,14,Neutral,Neutral,First,Second,Apr,10
13,10,36,13,Home,Away,Second,First,Feb,10
5,15,118,4,Home,Away,Second,First,Mar,5
10,15,130,14,Neutral,Neutral,First,Second,Apr,10
13,5,36,13,Home,Away,Second,First,Aug,13
4,9,111,0,Neutral,Neutral,Second,First,Jan,9
12,1,73,12,Home,Away,Second,First,Apr,1
2,15,43,1,Home,Away,Second,First,Nov,15
5,12,12,5,Neutral,Neutral,Second,First,Jul,5
13,15,130,14,Neutral,Neutral,Second,First,Nov,15
14,4,4,15,Home,Away,Second,First,Feb,14
2,13,113,12,Neutral,Neutral,First,Second,Feb,13
4,9,111,0,Neutral,Neutral,First,Second,Feb,9
5,10,130,14,Neutral,Neutral,First,Second,Apr,10
9,2,63,9,Home,Away,Second,First,Mar,9
14,10,115,15,Home,Away,First,Second,Mar,10
14,4,55,15,Home,Away,First,Second,Apr,4
1,11,11,15,Neutral,Neutral,First,Second,Mar,1
1,13,138,0,Home,Away,Second,First,Jan,1
8,10,109,12,Neutral,Neutral,Second,First,Feb,10
10,12,51,10,Home,Away,Second,First,Oct,10
2,9,43,1,Home,Away,First,Second,Oct,2
13,2,36,13,Home,Away,Second,First,Jul,13
5,10,130,14,Neutral,Neutral,Second,First,Oct,10
12,5,48,12,Home,Away,First,Second,Nov,12
15,7,22,16,Home,Away,Second,First,Feb,7
10,2,76,10,Home,Away,First,Second,Apr,10
13,5,38,13,Home,Away,First,Second,Jan,5
9,10,102,6,Neutral,Neutral,Second,First,Oct,9
10,9,112,10,Home,Away,First,Second,Nov,10
2,12,43,1,Home,Away,First,Second,Jul,12
13,4,36,13,Home,Away,First,Second,Mar,13
9,12,95,0,Neutral,Neutral,First,Second,Feb,12
3,7,79,2,Home,Away,Second,First,Aug,3
1,5,138,0,Home,Away,First,Second,Mar,5
9,10,1,14,Neutral,Neutral,First,Second,Dec,9
13,1,36,13,Home,Away,Second,First,Aug,13
10,12,130,14,Neutral,Neutral,Second,First,Apr,12
1,15,32,4,Neutral,Neutral,First,Second,Oct,1
13,15,130,14,Neutral,Neutral,First,Second,Oct,13
9,1,149,9,Home,Away,First,Second,Mar,1
1,13,138,0,Home,Away,Second,First,Dec,1
15,5,22,16,Home,Away,First,Second,Sep,5
10,13,43,1,Neutral,Neutral,First,Second,Mar,13
4,13,142,3,Home,Away,Second,First,Jun,4
9,13,103,9,Home,Away,Second,First,Jan,13
4,14,91,3,Home,Away,Second,First,May,4
1,13,95,0,Home,Away,First,Second,Jan,13
4,14,95,0,Neutral,Neutral,Second,First,Feb,4
12,14,26,12,Home,Away,First,Second,Feb,12
12,5,17,12,Home,Away,First,Second,Jan,12
4,9,65,0,Neutral,Neutral,Second,First,Jan,4
5,10,130,14,Neutral,Neutral,Second,First,Apr,10
4,9,2,0,Neutral,Neutral,Second,First,Dec,9
9,12,149,9,Home,Away,First,Second,Feb,12
5,13,130,14,Neutral,Neutral,First,Second,Mar,5
11,0,9,11,Home,Away,First,Second,Aug,0
1,4,2,0,Home,Away,Second,First,Jan,4
5,9,118,4,Home,Away,Second,First,Nov,5
15,13,64,16,Home,Away,Second,First,Dec,15
13,4,36,13,Home,Away,First,Second,Feb,13
10,14,112,10,Home,Away,First,Second,Oct,14
7,6,96,6,Home,Away,Second,First,Feb,6
2,15,43,1,Home,Away,Second,First,Oct,2
1,10,138,0,Home,Away,First,Second,Feb,1
15,2,64,16,Home,Away,Second,First,Jul,15
10,4,86,10,Home,Away,Second,First,Oct,10
14,10,117,15,Home,Away,First,Second,Jul,14
1,4,2,0,Home,Away,Second,First,Jan,1
4,1,91,3,Home,Away,Second,First,Jul,1
9,10,35,9,Home,Away,First,Second,Feb,9
14,12,106,15,Home,Away,Second,First,May,12
10,14,1,14,Neutral,Neutral,First,Second,Nov,10
12,9,29,12,Home,Away,Second,First,Sep,12
9,4,35,9,Home,Away,Second,First,Feb,4
3,8,14,12,Neutral,Neutral,First,Second,Dec,8
4,14,142,3,Home,Away,Second,First,Jun,4
10,15,20,0,Neutral,Neutral,First,Second,Mar,10
5,14,101,4,Home,Away,Second,First,Dec,14
12,1,29,12,Home,Away,Second,First,Oct,1
12,10,73,12,Home,Away,First,Second,Mar,12
9,2,8,9,Home,Away,Second,First,Dec,9
5,13,43,1,Neutral,Neutral,Second,First,Jan,5
14,5,115,15,Home,Away,First,Second,Apr,5
1,13,95,0,Home,Away,First,Second,Jan,1
10,13,112,10,Home,Away,Second,First,Oct,10
4,10,1,14,Neutral,Neutral,First,Second,Nov,4
6,11,12,5,Home,Away,First,Second,Jul,6
4,1,91,3,Home,Away,First,Second,Sep,1
13,5,36,13,Home,Away,Second,First,Sep,5
13,7,36,13,Home,Away,Second,First,Mar,13
5,10,69,4,Home,Away,Second,First,Nov,10
4,1,93,3,Home,Away,Second,First,May,1
10,14,130,14,Neutral,Neutral,First,Second,Oct,10
3,0,144,2,Home,Away,Second,First,Aug,0
12,10,29,12,Home,Away,First,Second,Feb,12
8,14,40,4,Neutral,Neutral,Second,First,Feb,14
12,13,138,0,Neutral,Neutral,Second,First,Mar,12
4,5,138,0,Neutral,Neutral,Second,First,Feb,5
5,15,100,4,Home,Away,Second,First,Oct,5
1,14,138,0,Home,Away,First,Second,Jan,1
10,13,71,4,Neutral,Neutral,First,Second,Mar,10
15,12,64,16,Home,Away,Second,First,Oct,12
3,7,67,14,Neutral,Neutral,First,Second,Mar,7
5,1,40,4,Home,Away,First,Second,Apr,1
2,7,53,1,Home,Away,First,Second,Mar,2
10,14,142,3,Neutral,Neutral,First,Second,Jun,14
10,14,132,10,Home,Away,First,Second,Nov,14
5,10,32,4,Home,Away,First,Second,Dec,10
5,4,121,4,Home,Away,First,Second,Nov,5
6,5,12,5,Home,Away,First,Second,Jun,5
4,5,142,3,Home,Away,First,Second,Sep,4
1,9,95,0,Home,Away,First,Second,Jan,1
10,15,59,10,Home,Away,Second,First,Nov,10
4,5,20,0,Neutral,Neutral,Second,First,Jan,4
11,10,50,11,Home,Away,Second,First,May,10
9,13,149,9,Home,Away,First,Second,Mar,9
5,10,142,3,Neutral,Neutral,Second,First,Jun,10
1,2,33,3,Neutral,Neutral,Second,First,May,1
10,14,73,12,Neutral,Neutral,First,Second,Feb,14
6,10,46,5,Home,Away,Second,First,Aug,10
1,9,32,4,Neutral,Neutral,Second,First,Mar,1
1,13,138,0,Home,Away,Second,First,Nov,13
9,12,51,10,Neutral,Neutral,First,Second,Feb,12
13,14,36,13,Home,Away,Second,First,Feb,13
4,5,88,3,Home,Away,First,Second,Jul,5
1,10,95,0,Home,Away,First,Second,Jun,10
11,0,9,11,Home,Away,Second,First,Aug,11
4,5,36,13,Neutral,Neutral,First,Second,Sep,5
1,10,138,0,Home,Away,Second,First,Feb,10
1,10,138,0,Home,Away,First,Second,Jan,1
14,1,135,15,Home,Away,Second,First,May,14
1,12,95,0,Home,Away,First,Second,Jan,1
1,13,95,0,Home,Away,First,Second,Feb,1
4,10,111,0,Neutral,Neutral,Second,First,Jan,4
10,13,130,14,Neutral,Neutral,First,Second,Dec,13
11,4,0,11,Home,Away,Second,First,May,4
3,10,88,3,Neutral,Neutral,First,Second,Jun,10
5,14,2,0,Neutral,Neutral,First,Second,Dec,5
14,4,19,15,Home,Away,Second,First,Mar,4
15,5,22,16,Home,Away,First,Second,Jun,5
1,4,95,0,Home,Away,First,Second,Feb,1
15,0,22,16,Home,Away,Second,First,Jul,15
4,1,108,3,Home,Away,First,Second,Sep,1
